target_name,target_type,source_id,source_type,title,url_or_path,language,date,source_tier,tags,notes
McKinsey,consulting_company,src_0021,video,"Aaron De Smet, McKinsey senior partner (Houston). Growth, innovation, and organizational agility",https://www.youtube.com/watch?v=dtBsK3jdwjU,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
McKinsey,consulting_company,src_0022,web,Rethinking total rewards for the post-COVID era - McKinsey & Company,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/rethinking-total-rewards-for-the-post-covid-era,en,,official,source_card;official_methodology,"It also covers benefits like health and retirement, non-cash compensation like transportation or educational stipends, and non-financial rewards like training, flexibility programs, and leave. More importantly, total rewards is the strategy and set of principles that govern these offerings—the ""why"" behind the ""what."""
McKinsey,consulting_company,src_0023,pdf,PDF Shaping individual development along the S-curve - mckinsey.org,https://www.mckinsey.org/~/media/mckinsey/business%20functions/people%20and%20organizational%20performance/our%20insights/shaping%20individual%20development%20along%20the%20s%20curve/shaping-individual-development-along-the-s-curve.pdf,en,,official,source_card;official_methodology,"Business line managers within an organization's talent system may be primarily responsible for rewards that motivate performance—such as compensation , ratings, and promotions. But in many cases, it's the acquisition of new skills that enables the performance improvement that entitles people to the rewards ."
McKinsey,consulting_company,src_0024,web,Leadership Development Program Framework: The McKinsey Approach,https://quarterdeck.co.uk/articles/leadership-development-program-framework-mckinsey/,en,,third_party,source_card;official_methodology,Explore McKinsey's proven leadership development framework. Systematic approaches to build effective leaders and create sustainable competitive advantage.
McKinsey,consulting_company,src_0025,web,McKinsey 7S Framework: A Guide to Effective Organizational Change,https://www.futureventures.ca/insights/the-mckinsey-7s-framework-a-guide-to-effective-organizational-change,en,,third_party,source_card;official_methodology,"Style captures the leadership approach and cultural norms that shape behaviour throughout the organization. Staff encompasses all human resource considerations, from recruitment and talent development to compensation strategies."
McKinsey,consulting_company,src_0026,web,未来组织：麦肯锡12要素运营法则 - McKinsey Greater China,https://www.mckinsey.com.cn/%E6%9C%AA%E6%9D%A5%E7%BB%84%E7%BB%87%EF%BC%9A%E9%BA%A6%E8%82%AF%E9%94%A112%E8%A6%81%E7%B4%A0%E8%BF%90%E8%90%A5%E6%B3%95%E5%88%99/,zh,,official,source_card;official_methodology,多数领导者会高估单一要素（尤其是组织架构）调整的效果，同时又低估系统化变革的难度。 为避免战略误判，CEO应从以下五个关键问题切入思考，以厘清方向： 企业的价值主张与实际绩效之间存在哪些落差？
McKinsey,consulting_company,src_0027,web,McKinsey People & Organizational Performance - 领英 (中国),https://cn.linkedin.com/showcase/mckinsey-organization/,zh,,third_party,source_card;official_methodology,"McKinsey People &amp; Organizational Performance | 在领英上有 98,214 位关注者。We equip people and organizations to unleash sustained performance . | Amid today's workplace and talent revolution, organizations need the ability to transform again and again. Success relies on your most critical resource - your people . From your employee value proposition to your operating model ..."
McKinsey,consulting_company,src_0028,web,HR Monitor 2025: A comprehensive look at the HR landscape | McKinsey,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/hr-monitor-2025,en,2025,official,source_card;recent_update,"2. Talent acquisition is becoming more complex. The increase in layoffs across sectors and rising unemployment rates suggest that the labor market is easing in many regions, but hiring remains a challenge. The results of McKinsey's 2025 HR Monitor Survey show that offer acceptance rates are low (56 percent in the countries studied), 18 percent of new hires leave during their probationary ..."
McKinsey,consulting_company,src_0029,web,State of AI 2025: McKinsey Report,https://digitalstrategy-ai.com/2025/11/23/ai-mckinsey-report-2025/,en,2025,third_party,source_card;recent_update,"The State of AI 2025 report highlights key insights on AI adoption, transformation, leadership, workforce changes, and best practices for success."
McKinsey,consulting_company,src_0030,web,McKinsey's State of AI 2025 Report Redefines the Future of HR,https://hrtechnologyinsights.com/featured-article/mckinsey-s-state-of-ai-2025-report-redefines-the-future-of-hr,en,2025,third_party,source_card;recent_update,The pace of workplace transformation has rarely felt this real. McKinsey's latest State of AI 2025 analysis shows how quickly companies are shifting their talent strategies to keep up with AI-driven growth. This makes the insights from McKinsey's report especially valuable for leaders seeking clarity in a fast-changing world.
McKinsey,consulting_company,src_0031,web,McKinsey 2025 AI Report -The Urgency of Now - AI Gap -Hire Talent,https://www.linkedin.com/pulse/mckinsey-2025-ai-report-the-urgency-bpskf,en,2025,third_party,source_card;recent_update,"McKinsey just released its 2025 AI report , and the findings are striking. The AI gap is wider than expected—only 1% of companies have achieved AI maturity, yet 92% plan to increase their AI ..."
McKinsey,consulting_company,src_0032,web,The State of Organizations 2026 | McKinsey,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-state-of-organizations,en,2026,official,source_card;recent_update,"In the latest McKinsey's State of Organizations 2026 report , we look at the key trends and challenges impacting organizations and how leaders can adapt."
McKinsey,consulting_company,src_0033,web,A new approach to human resources | McKinsey,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/hrs-new-operating-model,en,,official,source_card;official_methodology,"HR plays a central role in navigating this upheaval, creating a need for the function to rise to a new level of adaptability and responsibility. 3 While every organization has its own trajectory and HR operating model, our interviews with senior leaders revealed that organizations are innovating in ways that are collectively changing the HR ..."
McKinsey,consulting_company,src_0034,web,The McKinsey 7-S Model for Organizational Alignment and Success,https://www.thestrategyinstitute.org/insights/the-mckinsey-7-s-model-for-organizational-alignment-and-success,en,,third_party,source_card;official_methodology,"Learn how business leaders leverage McKinsey's 7-S model strategic framework to analyze organizational gaps, guide transformations, and improve alignment for growth."
